,r1,wave,theta,phi,e,t,p
83,0.34090909090909094,3.0,15.0,0.0,(0.4957236759986805+0.4244040358406279j),0.6525800706300015,0.7080422431108991
84,0.34545454545454546,3.0,0.0,0.0,(0.7835104122582184-0.1713651483712251j),0.8020315331664556,-0.2153238940616004
85,0.34545454545454546,3.0,5.0,0.0,(0.9535071815321141+0.24899647442681774j),0.9854822116660964,0.2554332299716926
86,0.34545454545454546,3.0,10.0,0.0,(0.5992674068661122+0.6279207814080873j),0.8679895924814868,0.8087427242107158
87,0.34545454545454546,3.0,15.0,0.0,(0.41146856319494873+0.5071248129849569j),0.6530558585930786,0.8891575923477137
88,0.35,3.0,0.0,0.0,(0.8052063386456281-0.05961510096246653j),0.8074101857531046,-0.07390221429932062
89,0.35,3.0,5.0,0.0,(0.8919795102828108+0.43600760836642743j),0.9928394035884025,0.4546547912210556
90,0.35,3.0,10.0,0.0,(0.46168076342212105+0.7107929372212145j),0.8475704849259404,0.9947521484250884
91,0.35,3.0,15.0,0.0,(0.31544992983639686+0.5731666343796308j),0.6542389846224856,1.0676741672429193
92,0.35454545454545455,3.0,0.0,0.0,(0.7992653105766725+0.05090514840635875j),0.8008847425350905,0.06360401747935193
93,0.35454545454545455,3.0,5.0,0.0,(0.7675347725472857+0.635042847491729j),0.9961872540941372,0.6912144748873473
94,0.35454545454545455,3.0,10.0,0.0,(0.30090349786463827+0.7681372276701309j),0.8249713422658564,1.1974382837696675
95,0.35454545454545455,3.0,15.0,0.0,(0.20760801170897206+0.6257438019176114j),0.6592847580249823,1.250446247109815
96,0.35909090909090907,3.0,0.0,0.0,(0.7652582555837469+0.15985181690429007j),0.7817754160285945,0.20592510923343105
97,0.35909090909090907,3.0,5.0,0.0,(0.534577904156563+0.8298004606610855j),0.9870878077079938,0.9984918325256715
98,0.35909090909090907,3.0,10.0,0.0,(0.11827084558247337+0.7935678600985266j),0.8023328121771838,1.422848478545242
99,0.35909090909090907,3.0,15.0,0.0,(0.08444112609883647+0.6668522114274447j),0.6721771906740908,1.4448402295436864
100,0.36363636363636365,3.0,0.0,0.0,(0.6974802093113458+0.2642618039043898j),0.7458638906555276,0.36216859700793014
101,0.36363636363636365,3.0,5.0,0.0,(0.13065434777144547+0.9256548991608644j),0.9348302257266246,1.4305746208429444
102,0.36363636363636365,3.0,10.0,0.0,(-0.08438947550891868+0.7795864633542142j),0.7841407000161399,1.6786254857019887
103,0.36363636363636365,3.0,15.0,0.0,(-0.062494238050374504+0.6954656785753288j),0.6982678854606873,1.660415185064662
104,0.36818181818181817,3.0,0.0,0.0,(0.5853709898515045+0.354001615364189j),0.6840879617711346,0.5439029646628596
105,0.36818181818181817,3.0,5.0,0.0,(-0.34608219332625123+0.6901425221538237j),0.772055428983146,2.03561510235296
106,0.36818181818181817,3.0,10.0,0.0,(-0.30621256404623864+0.7156177275116008j),0.7783796415044779,1.9751204248977954
107,0.36818181818181817,3.0,15.0,0.0,(-0.24840898764062416+0.7015742553376036j),0.7442536267248906,1.9110956518089834
108,0.37272727272727274,3.0,0.0,0.0,(0.41766352456778927+0.40235171996748026j),0.579939416073074,0.7667277478060018
109,0.37272727272727274,3.0,5.0,0.0,(-0.47871110806700307+0.2064467388045735j),0.5213296279224706,2.7344355998604795
110,0.37272727272727274,3.0,10.0,0.0,(-0.5462378913172391+0.5795907897658938j),0.7964303594741705,2.3265779537452653
111,0.37272727272727274,3.0,15.0,0.0,(-0.4910868048808242+0.6507775627394721j),0.8152776742271214,2.2172447869212313
112,0.37727272727272726,3.0,0.0,0.0,(0.2038792134449441+0.35440638738993774j),0.40886504019996095,1.0487594744351478
113,0.37727272727272726,3.0,5.0,0.0,(-0.37348420634297985-0.08953736678826855j),0.3840669114087056,-2.9062979246287877
114,0.37727272727272726,3.0,10.0,0.0,(-0.7826241620724261+0.3240928783399505j),0.8470754233539308,2.7489815494911967
115,0.37727272727272726,3.0,15.0,0.0,(-0.7743800745732955+0.4636837876883628j),0.9025891395652672,2.602070232420154
116,0.38181818181818183,3.0,0.0,0.0,(0.02651164055594109+0.15163089599883142j),0.15393113949547652,1.3977027444137171
117,0.38181818181818183,3.0,5.0,0.0,(-0.29591734905227013-0.3114885275634663j),0.4296419209920971,-2.3305645622851134
118,0.38181818181818183,3.0,10.0,0.0,(-0.9138468741819062-0.09368957278722993j),0.9186369497799958,-3.0394274228318983
119,0.38181818181818183,3.0,15.0,0.0,(-0.9596915081953189+0.07277123379871143j),0.962446592477106,3.065909751391047
120,0.38636363636363635,3.0,0.0,0.0,(0.03184044519775749-0.1469547389384907j),0.15036458774216538,-1.357426048274198
121,0.38636363636363635,3.0,5.0,0.0,(-0.13254445497962294-0.5618806562212453j),0.5773022643134725,-1.802455633589802
122,0.38636363636363635,3.0,10.0,0.0,(-0.7875978408444428-0.5687700026051891j),0.9714986746086354,-2.516149887410989
123,0.38636363636363635,3.0,15.0,0.0,(-0.8675227351417668-0.37332197338049883j),0.9444389825693145,-2.735215234412891
124,0.3909090909090909,3.0,0.0,0.0,(0.2272299424781335-0.3510626085786123j),0.4181846504842518,-0.9963473792007209
125,0.3909090909090909,3.0,5.0,0.0,(0.15792515512891697-0.7040677425052245j),0.7215620144234975,-1.350144521365789
126,0.3909090909090909,3.0,10.0,0.0,(-0.4443754650389726-0.8788051248258514j),0.9847679936659108,-2.038960648847864
127,0.3909090909090909,3.0,15.0,0.0,(-0.5909518908596628-0.6412636994016748j),0.8720339841318872,-2.315386795263962
128,0.39545454545454545,3.0,0.0,0.0,(0.45942508677532434-0.38814745747871404j),0.6014398216826887,-0.7014993750179724
129,0.39545454545454545,3.0,5.0,0.0,(0.4455098084338979-0.6844639137488548j),0.8166822139824084,-0.9937966337846172
130,0.39545454545454545,3.0,10.0,0.0,(-0.07366700943671808-0.975223097382369j),0.9780014917920172,-1.6461917626658114
131,0.39545454545454545,3.0,15.0,0.0,(-0.3192105171474161-0.7348903037725939j),0.8012235099124939,-1.9805722719707548
132,0.4,3.0,0.0,0.0,(0.6341835286260016-0.3238185908594945j),0.7120724877193019,-0.47209720966736773
133,0.4,3.0,5.0,0.0,(0.6538803245254701-0.5739878933092754j),0.8700698710259734,-0.7204237859221587
134,0.4,3.0,10.0,0.0,(0.23052209192683104-0.9429406978193104j),0.9707098405137812,-1.3310277229324996
135,0.4,3.0,15.0,0.0,(-0.10647012367778994-0.7469581147094435j),0.7545079935734611,-1.7123808802517575
136,0.40454545454545454,3.0,0.0,0.0,(0.7437959598129881-0.2228256329336345j),0.7764558535592342,-0.2910704903418845
137,0.40454545454545454,3.0,5.0,0.0,(0.7857562082992758-0.4356993433403612j),0.8984691072419112,-0.5062891308908444
138,0.40454545454545454,3.0,10.0,0.0,(0.461874788579429-0.8510491548676506j),0.9683041796492643,-1.073565541986208
139,0.40454545454545454,3.0,15.0,0.0,(0.06009591020770058-0.7284756239443083j),0.7309502398280894,-1.4884872766117523
140,0.40909090909090906,3.0,0.0,0.0,(0.8051796765648511-0.11541353720864418j),0.8134092427087913,-0.14236910586805607
141,0.40909090909090906,3.0,5.0,0.0,(0.8630547242881453-0.2972373142140269j),0.9128052793872605,-0.33167858309809733
142,0.40909090909090906,3.0,10.0,0.0,(0.635220531083973-0.732932287006044j),0.9698942521978954,-0.8566958506720477
143,0.40909090909090906,3.0,15.0,0.0,(0.1985515096295023-0.696398877096372j),0.7241506044996733,-1.2930538083234593
144,0.41363636363636364,3.0,0.0,0.0,(0.8334758917178232-0.012023402843600551j),0.8335626097005312,-0.014424615097182712
145,0.41363636363636364,3.0,5.0,0.0,(0.903407928853561-0.16706871875987472j),0.9187262066053993,-0.18286567713693042
146,0.41363636363636364,3.0,10.0,0.0,(0.7642095750568904-0.6031398491831309j),0.973547098132023,-0.6681414797817852
147,0.41363636363636364,3.0,15.0,0.0,(0.3200197407167355-0.6541695783859526j),0.7282516541238073,-1.1158260077508129
148,0.4181818181818182,3.0,0.0,0.0,(0.8381608228741316+0.08480298011976906j),0.8424399743828846,0.10083431449483908
149,0.4181818181818182,3.0,5.0,0.0,(0.9177046290591387-0.04630915749560053j),0.9188723111861211,-0.05041917480564091
150,0.4181818181818182,3.0,10.0,0.0,(0.8584624821713619-0.4679926920238577j),0.9777397368847975,-0.4991136573926442
151,0.4181818181818182,3.0,15.0,0.0,(0.4298468063509375-0.600949754861924j),0.7388564710406934,-0.9498893601764734
152,0.42272727272727273,3.0,0.0,0.0,(0.8241469602666527+0.17520832323955007j),0.8425652310944111,0.20947489386649581
153,0.42272727272727273,3.0,5.0,0.0,(0.9117830045493582+0.06632936501710224j),0.914192448037407,0.07261895366662696
154,0.42272727272727273,3.0,10.0,0.0,(0.9243366481973531-0.3299522748209503j),0.981461534070611,-0.34286278092713485
155,0.42272727272727273,3.0,15.0,0.0,(0.5298167511913745-0.5347067980176999j),0.7527397622613835,-0.7899917794188587
156,0.42727272727272725,3.0,0.0,0.0,(0.7928207114766992+0.26002785477152185j),0.8343735169595804,0.3169231537724929
157,0.42727272727272725,3.0,5.0,0.0,(0.8877541460595815+0.1728004384993028j),0.9044155103665174,0.19224509319368224
158,0.42727272727272725,3.0,10.0,0.0,(0.9656541059072027-0.1892145310162165j),0.9840172716996007,-0.19349293708605056
159,0.42727272727272725,3.0,15.0,0.0,(0.6194690984758188-0.45291616013763436j),0.7673819206107627,-0.6313184368070308
160,0.4318181818181818,3.0,0.0,0.0,(0.7418710319436136+0.33989919985330064j),0.8160294688906744,0.42962300211476745
161,0.4318181818181818,3.0,5.0,0.0,(0.8440433014121663+0.27519634961595085j),0.8877736904756154,0.31517704455640655
162,0.4318181818181818,3.0,10.0,0.0,(0.9837939812296883-0.04399422389688217j),0.9847771774569358,-0.04468916619168436
163,0.4318181818181818,3.0,15.0,0.0,(0.6964341045069206-0.3522645234277908j),0.7804554800795269,-0.4682861583448138
164,0.43636363636363634,3.0,0.0,0.0,(0.6624689613959192+0.41401840075465507j),0.781201869542329,0.558572503249509
165,0.43636363636363634,3.0,5.0,0.0,(0.7728393318054444+0.37543577999557204j),0.859204665773161,0.4522131968130127
166,0.43636363636363634,3.0,10.0,0.0,(0.9765279589471558+0.11046586790203634j),0.9827561053368471,0.11264220794081464
167,0.43636363636363634,3.0,15.0,0.0,(0.7555157537572484-0.22763394155445787j),0.7890635370633987,-0.2926454420986888
168,0.4409090909090909,3.0,0.0,0.0,(0.527099394730373+0.47345743165280924j),0.708516556978311,0.7318373295764277
169,0.4409090909090909,3.0,5.0,0.0,(0.6480479780503839+0.47238818958922485j),0.8019456237916486,0.6298860055207152
170,0.4409090909090909,3.0,10.0,0.0,(0.9320228325917896+0.28625717184469435j),0.9749921686377517,0.297990076283739
171,0.4409090909090909,3.0,15.0,0.0,(0.7849124824540367-0.07003097737702116j),0.7880304200375384,-0.08898575997456527
172,0.44545454545454544,3.0,0.0,0.0,(0.2340261429892426+0.42702234646579673j),0.4869459107370924,1.0694576897024959
173,0.44545454545454544,3.0,5.0,0.0,(0.3567957498247801+0.5117486978251876j),0.6238508930977035,0.9619460370529417
174,0.44545454545454544,3.0,10.0,0.0,(0.7833958542007904+0.5216029416260956j),0.9411581658212301,0.5874182671511995
175,0.44545454545454544,3.0,15.0,0.0,(0.7526610163475141+0.13728781599875517j),0.7650794402877266,0.18041978802279773
176,0.44999999999999996,3.0,0.0,0.0,(0.47958040732945706-0.4685422009991228j),0.6704693588907626,-0.7737565175099236
177,0.44999999999999996,3.0,5.0,0.0,(0.3993330345481215-0.415823834372305j),0.5765208874910756,-0.805625620615936
178,0.44999999999999996,3.0,10.0,0.0,(0.028303244994730307-0.04723737713939369j),0.05506762639011273,-1.030986943254304
179,0.44999999999999996,3.0,15.0,0.0,(0.5543886087952956+0.4752214163672163j),0.7301932101410191,0.7086586934315634
180,0.45454545454545453,3.0,0.0,0.0,(0.9443937883305982+0.2798195165879127j),0.9849764409877587,0.2880546049043063
181,0.45454545454545453,3.0,5.0,0.0,(0.9424337106425512+0.31593690727202095j),0.9939805975632007,0.32346121259734006
182,0.45454545454545453,3.0,10.0,0.0,(0.7883389020644023+0.4716863840884586j),0.9186763681746429,0.5391902515783676
183,0.45454545454545453,3.0,15.0,0.0,(0.01950928542630485+0.06360319076286897j),0.0665280248696963,1.2731727085251148
184,0.4590909090909091,3.0,0.0,0.0,(0.7526838874601238+0.509683783934033j),0.9090162782081509,0.5952287662642611
185,0.4590909090909091,3.0,5.0,0.0,(0.7190646053331206+0.662355247328287j),0.9776340728034149,0.7443696997880521
186,0.4590909090909091,3.0,10.0,0.0,(-0.09157321814477576+0.39417703704741086j),0.4046741785892283,1.7990622406108367
187,0.4590909090909091,3.0,15.0,0.0,(0.40285462846745557-0.42683805621193294j),0.586926382017739,-0.8142965151737763
188,0.4636363636363636,3.0,0.0,0.0,(0.5945283390572164+0.5958473384630647j),0.8417232304597815,0.7865062159987767
189,0.4636363636363636,3.0,5.0,0.0,(0.6184607399958988+0.31591476362550447j),0.6944752153913292,0.4722566667998069
190,0.4636363636363636,3.0,10.0,0.0,(0.6423948874046801+0.08734980860814694j),0.6483063939431352,0.1351464029140769
191,0.4636363636363636,3.0,15.0,0.0,(0.754091753952159-0.16647539305996562j),0.7722489429407551,-0.21727775559222004
192,0.46818181818181814,3.0,0.0,0.0,(0.44790900605014855+0.6317305984640129j),0.774406887066826,0.9540429450576569
193,0.46818181818181814,3.0,5.0,0.0,(0.4980813551420533+0.5516596518612183j),0.7432451868877356,0.8363934512907323
194,0.46818181818181814,3.0,10.0,0.0,(0.607354747268349+0.37879367360465344j),0.7157963650315003,0.5576479559772497
195,0.46818181818181814,3.0,15.0,0.0,(0.7694954843986044+0.13799690599611594j),0.7817713518506185,0.17744801993931683
196,0.4727272727272727,3.0,0.0,0.0,(0.30216685946004196+0.6306596910813578j),0.6993114162594362,1.1239851209045932
197,0.4727272727272727,3.0,5.0,0.0,(0.3402220489810668+0.5935094239291409j),0.6841085286016949,1.050287379629345
198,0.4727272727272727,3.0,10.0,0.0,(0.44228526824570197+0.5035657436619789j),0.670219901746445,0.8500964581127196
199,0.4727272727272727,3.0,15.0,0.0,(0.6163884906130794+0.3697939498012286j),0.7188061885305829,0.5403728031364975
200,0.4772727272727273,3.0,0.0,0.0,(0.1573370150754962+0.5927714907350896j),0.6132968094986043,1.3113525133555595
201,0.4772727272727273,3.0,5.0,0.0,(0.1795450530434818+0.5737785009283916j),0.6012139338039488,1.2675315938626979
202,0.4772727272727273,3.0,10.0,0.0,(0.2415296337957898+0.5286813323117153j),0.5812404968138565,1.1422581087689407
203,0.4772727272727273,3.0,15.0,0.0,(0.34750476833945815+0.4779084938781796j),0.5908943158802346,0.9420890656971372
204,0.4818181818181818,3.0,0.0,0.0,(0.017709647020748967+0.5240604719143006j),0.5243596187929034,1.5370160452171782
205,0.4818181818181818,3.0,5.0,0.0,(-0.03565886524158552+0.5968780581562674j),0.5979422806414629,1.6304676977298647
206,0.4818181818181818,3.0,10.0,0.0,(0.021313770853624996+0.5090852837931956j),0.5095312581214222,1.5289539646565888
207,0.4818181818181818,3.0,15.0,0.0,(0.05511751240842994+0.4311033834433555j),0.4346125485882825,1.443634013308458
208,0.48636363636363633,3.0,0.0,0.0,(-0.17474005728235484+0.4950967441195464j),0.5250284503308523,1.910088995034275
209,0.48636363636363633,3.0,5.0,0.0,(-0.1602342130385948+0.45520500740078773j),0.4825832589210374,1.909255778906108
210,0.48636363636363633,3.0,10.0,0.0,(-0.10860175531264833+0.33116807516221225j),0.34852063821764273,1.887680954509243
211,0.48636363636363633,3.0,15.0,0.0,(0.004474221181018504-0.055350955899608825j),0.05553149533532404,-1.4901380227385086
212,0.4909090909090909,3.0,0.0,0.0,(-0.04697706581518615-0.32823494679676485j),0.33157959076408694,-1.7129512114352863
213,0.4909090909090909,3.0,5.0,0.0,(-0.054848494905199725-0.42119059566919875j),0.42474683668455987,-1.7002901328363742
214,0.4909090909090909,3.0,10.0,0.0,(-0.08126063669001919-0.6186269901713042j),0.6239412184201923,-1.701404992067847
215,0.4909090909090909,3.0,15.0,0.0,(-0.1409458015775845-0.7932277342133018j),0.805652504065814,-1.7466473983778983
216,0.4954545454545455,3.0,0.0,0.0,(0.090745635862559-0.22002107054183465j),0.23800008804720038,-1.1796114586837565
217,0.4954545454545455,3.0,5.0,0.0,(0.22984061083122745-0.3698654325673137j),0.4354619898400753,-1.014777811387727
218,0.4954545454545455,3.0,10.0,0.0,(0.3418078468627635-0.48401138079581224j),0.5925365987994557,-0.9559227624847253
219,0.4954545454545455,3.0,15.0,0.0,(0.38003124496726864-0.58779156266365j),0.6999447608847056,-0.9968567049439937
220,0.5,3.0,0.0,0.0,(0.24159731360353476-0.2980357591288199j),0.38365945271808,-0.889606016382957
221,0.5,3.0,5.0,0.0,(0.1770000143212043-0.26965520637254603j),0.32255687156457685,-0.9899394444909617
222,0.5,3.0,10.0,0.0,(0.8654146586910457+0.38700835325663235j),0.9480073823382124,0.4205181118691496
223,0.5,3.0,15.0,0.0,(0.6488717917514351-0.46223388940135457j),0.7966773315727148,-0.6189768488756464
224,0.5045454545454545,3.0,0.0,0.0,(0.43498517356105565-0.3218695112978967j),0.5411211357183238,-0.6370413363355295
225,0.5045454545454545,3.0,5.0,0.0,(0.4285073209029052-0.3334382120560431j),0.5429544781346924,-0.6612681316415283
226,0.5045454545454545,3.0,10.0,0.0,(0.3769613089098615-0.3610888363453628j),0.5220009350070977,-0.7638955238991735
227,0.5045454545454545,3.0,15.0,0.0,(0.8053066861403264+0.410736784593724j),0.9040041841499991,0.47164550005346845
