,r1,wave,theta,phi,t,p
0,0.025,0.4,0.0,0.0,0.999688647082122,-0.0093832553405799
1,0.0265151515151515,0.4,0.0,0.0,0.999540508407033,0.0310694586095027
2,0.028030303030303,0.4,0.0,0.0,0.99939703751633,0.074972979492773
3,0.0295454545454545,0.4,0.0,0.0,0.999156530308621,0.122750580987636
4,0.0310606060606061,0.4,0.0,0.0,0.99888309483991,0.175306102671436
5,0.0325757575757576,0.4,0.0,0.0,0.998494877983882,0.233798575081303
6,0.0340909090909091,0.4,0.0,0.0,0.998096097354402,0.29980526363825
7,0.0356060606060606,0.4,0.0,0.0,0.997478288491765,0.375195247562275
8,0.0371212121212121,0.4,0.0,0.0,0.99664971948308,0.461933613321324
9,0.0386363636363636,0.4,0.0,0.0,0.995621888263826,0.562339544197148
10,0.0401515151515152,0.4,0.0,0.0,0.994283508348907,0.678785440125387
11,0.0416666666666667,0.4,0.0,0.0,0.99257950479087,0.813720618358152
12,0.0431818181818182,0.4,0.0,0.0,0.990518410170884,0.969867571466501
13,0.0446969696969697,0.4,0.0,0.0,0.988072823112839,1.15032369666672
14,0.0462121212121212,0.4,0.0,0.0,0.984884139922009,1.35939972717425
15,0.0477272727272727,0.4,0.0,0.0,0.979739355828451,1.60592708841177
16,0.0492424242424242,0.4,0.0,0.0,0.95905317564831,1.9300367419945
17,0.0507575757575758,0.4,0.0,0.0,0.544959010737161,1.29364261875853
18,0.0522727272727273,0.4,0.0,0.0,0.986183281925637,2.29579053275269
19,0.0537878787878788,0.4,0.0,0.0,0.54957750725038,-2.9911108913487
20,0.0553030303030303,0.4,0.0,0.0,0.999928511069782,2.86510968445934
21,0.0568181818181818,0.4,0.0,0.0,0.995339269072801,-3.04377321999788
22,0.0583333333333333,0.4,0.0,0.0,0.984996767469462,-2.70200066081565
23,0.0598484848484849,0.4,0.0,0.0,0.971313143899926,-2.37150320625514
24,0.0613636363636364,0.4,0.0,0.0,0.95555481878712,-2.03866461859564
25,0.0628787878787879,0.4,0.0,0.0,0.940007256106721,-1.67105248209592
26,0.0643939393939394,0.4,0.0,0.0,0.942353825164232,-1.14852407120799
27,0.0659090909090909,0.4,0.0,0.0,0.701888258984197,0.653733222197189
28,0.0674242424242424,0.4,0.0,0.0,0.551384847991197,-3.04299349142229
29,0.0689393939393939,0.4,0.0,0.0,0.963045807727868,-1.97311410460006
30,0.0704545454545455,0.4,0.0,0.0,0.998171500546664,-1.50023914424337
31,0.071969696969697,0.4,0.0,0.0,1.00000327050833,-1.17305977069327
32,0.0734848484848485,0.4,0.0,0.0,0.999955811430195,-0.887321189977449
33,0.075,0.4,0.0,0.0,0.999770444340895,-0.603420172164064
34,0.0765151515151515,0.4,0.0,0.0,0.993738297038849,-0.291161968908057
35,0.078030303030303,0.4,0.0,0.0,0.95571273264515,0.0947204082787382
36,0.0795454545454545,0.4,0.0,0.0,0.768284288392197,0.653639987643892
37,0.0810606060606061,0.4,0.0,0.0,0.214024138567726,1.53544527189537
38,0.0825757575757576,0.4,0.0,0.0,0.0150993179491374,-0.673124518989702
39,0.0840909090909091,0.4,0.0,0.0,0.15344658594598,-0.0229887969516224
40,0.0856060606060606,0.4,0.0,0.0,0.218776411681631,0.475196683830275
41,0.0871212121212121,0.4,0.0,0.0,0.213602051681188,0.918099518252166
42,0.0886363636363636,0.4,0.0,0.0,0.174700821351258,1.3346975432632
43,0.0901515151515152,0.4,0.0,0.0,0.127824105367268,1.72795698710144
44,0.0916666666666667,0.4,0.0,0.0,0.0865190422671267,2.09507628325901
45,0.0931818181818182,0.4,0.0,0.0,0.0540791449354014,2.43641760812239
46,0.0946969696969697,0.4,0.0,0.0,0.0277887665025078,2.76155097232771
47,0.0962121212121212,0.4,0.0,0.0,0.0046439730993804,3.10155345112312
48,0.0977272727272727,0.4,0.0,0.0,0.0468862316682113,0.473076225983077
49,0.0992424242424242,0.4,0.0,0.0,0.914337792588259,2.33909598423328
50,0.100757575757576,0.4,0.0,0.0,0.335319075680397,-3.07699984191469
51,0.102272727272727,0.4,0.0,0.0,0.232264039260541,-2.75031235677081
52,0.103787878787879,0.4,0.0,0.0,0.209942158561117,-2.50087695398889
53,0.10530303030303,0.4,0.0,0.0,0.21983790789943,-2.26401672714109
54,0.106818181818182,0.4,0.0,0.0,0.261858285982333,-2.008090482228
55,0.108333333333333,0.4,0.0,0.0,0.363716274266592,-1.69225845828442
56,0.109848484848485,0.4,0.0,0.0,0.601352292947688,-1.23490373924802
57,0.111363636363636,0.4,0.0,0.0,0.958369510173674,-0.515099619973224
58,0.112878787878788,0.4,0.0,0.0,0.894722779246202,0.304201953420975
59,0.114393939393939,0.4,0.0,0.0,0.69716245915431,0.905949586230886
60,0.115909090909091,0.4,0.0,0.0,0.686266848639343,1.37501686790258
61,0.117424242424242,0.4,0.0,0.0,0.83816049133885,1.84912805732594
62,0.118939393939394,0.4,0.0,0.0,0.991562591888442,2.56860030605182
63,0.120454545454545,0.4,0.0,0.0,0.0899990910278932,1.37491492131676
64,0.121969696969697,0.4,0.0,0.0,0.864321019481466,2.39892764683187
65,0.123484848484848,0.4,0.0,0.0,0.99999180009262,2.89304760031207
66,0.125,0.4,0.0,0.0,0.932488737733491,-3.02217516543015
67,0.126515151515152,0.4,0.0,0.0,0.767576932126906,-2.70738574428263
68,0.128030303030303,0.4,0.0,0.0,0.486873319087053,-2.30929972851848
69,0.129545454545455,0.4,0.0,0.0,0.0174315167362454,1.8220788318506
70,0.131060606060606,0.4,0.0,0.0,0.983349775469882,-3.07097329533449
