,r1,wave,theta,phi,t,p
224,0.362,4.0,0.0,0.0,0.7687310743897088,3.007435948652316
225,0.36250000000000004,4.0,0.0,0.0,0.769992927684475,3.028641978982728
226,0.363,4.0,0.0,0.0,0.7711355216046459,3.0500599194941094
227,0.3635,4.0,0.0,0.0,0.7721522097525876,3.071683980233884
228,0.36400000000000005,4.0,0.0,0.0,0.7730364894957755,3.09350777514635
229,0.3645,4.0,0.0,0.0,0.77378204687552,3.115524319928707
230,0.365,4.0,0.0,0.0,0.7743828028126385,3.1377260337632307
231,0.36550000000000005,4.0,0.0,0.0,0.7748329601352314,-3.123080562006372
232,0.36600000000000005,4.0,0.0,0.0,0.7751270508997575,-3.1005336049767904
233,0.3665,4.0,0.0,0.0,0.7752599834299844,-3.077827720097536
234,0.36700000000000005,4.0,0.0,0.0,0.7752270884599007,-3.0549727717016384
235,0.36750000000000005,4.0,0.0,0.0,0.7750241637391929,-3.0319791468044675
236,0.368,4.0,0.0,0.0,0.7746475164447358,-3.008857726615855
237,0.36850000000000005,4.0,0.0,0.0,0.774094002740029,-2.9856198535360967
238,0.36900000000000005,4.0,0.0,0.0,0.7733610638383291,-2.9622772937995343
239,0.3695,4.0,0.0,0.0,0.7724467579542427,-2.938842196001226
240,0.37000000000000005,4.0,0.0,0.0,0.7713497875733863,-2.9153270458126066
241,0.3705,4.0,0.0,0.0,0.770069521530149,-2.8917446172613834
242,0.37100000000000005,4.0,0.0,0.0,0.7686060114579227,-2.8681079210143006
243,0.3715,4.0,0.0,0.0,0.766960002263401,-2.8444301501564357
244,0.372,4.0,0.0,0.0,0.7651329363748194,-2.8207246240107215
245,0.37250000000000005,4.0,0.0,0.0,0.7631269516195746,-2.7970047305787324
246,0.373,4.0,0.0,0.0,0.7609448726984719,-2.7732838682116294
247,0.3735,4.0,0.0,0.0,0.7585901963366196,-2.7495753871341075
248,0.37400000000000005,4.0,0.0,0.0,0.7560670703036164,-2.725892531449257
249,0.3745,4.0,0.0,0.0,0.7533802666026691,-2.702248382240552
250,0.375,4.0,0.0,0.0,0.7505351492288593,-2.6786558023672344
251,0.37550000000000006,4.0,0.0,0.0,0.7475376369857689,-2.6551273835134817
252,0.37600000000000006,4.0,0.0,0.0,0.7443941619270774,-2.631675396011488
253,0.3765,4.0,0.0,0.0,0.7411116240514405,-2.608311741901525
254,0.37700000000000006,4.0,0.0,0.0,0.7376973429255855,-2.585047911635997
255,0.3775,4.0,0.0,0.0,0.7341590069397189,-2.5618949447637256
256,0.378,4.0,0.0,0.0,0.7305046209125694,-2.538863394865295
257,0.37850000000000006,4.0,0.0,0.0,0.7267424527593626,-2.5159632989339067
258,0.379,4.0,0.0,0.0,0.7228809799177358,-2.493204151327669
259,0.3795,4.0,0.0,0.0,0.7189288361934989,-2.47059488234641
260,0.38,4.0,0.0,0.0,0.7148947596435716,-2.448143841419373
261,0.3805,4.0,0.0,0.0,0.7107875420589939,-2.4258587848289848
262,0.38100000000000006,4.0,0.0,0.0,0.7066159805477156,-2.403746867835297
263,0.3815,4.0,0.0,0.0,0.7023888316497419,-2.381814641019717
264,0.382,4.0,0.0,0.0,0.698114768345302,-2.3600680506199434
265,0.38250000000000006,4.0,0.0,0.0,0.6938023402443171,-2.33851244259268
266,0.383,4.0,0.0,0.0,0.6894599371742097,-2.3171525701146827
267,0.3835,4.0,0.0,0.0,0.6850957563132863,-2.2959926042090237
268,0.38400000000000006,4.0,0.0,0.0,0.6807177729519995,-2.275036147172083
269,0.3845,4.0,0.0,0.0,0.6763337149037362,-2.254286248468155
270,0.385,4.0,0.0,0.0,0.671951040532542,-2.2337454227593256
271,0.38550000000000006,4.0,0.0,0.0,0.6675769203171604,-2.2134156697420995
272,0.386,4.0,0.0,0.0,0.6632182218292468,-2.1932984954711596
273,0.3865,4.0,0.0,0.0,0.6588814979696646,-2.1733949348654615
274,0.38700000000000007,4.0,0.0,0.0,0.6545729782786948,-2.1537055751064496
275,0.3875,4.0,0.0,0.0,0.6502985631151363,-2.134230579659393
276,0.388,4.0,0.0,0.0,0.6460638204838989,-2.114969712667266
277,0.3885,4.0,0.0,0.0,0.6418739852822843,-2.095922363490992
278,0.389,4.0,0.0,0.0,0.6377339607303907,-2.077087571190294
279,0.3895,4.0,0.0,0.0,0.6336483217510304,-2.0584640487643235
280,0.39,4.0,0.0,0.0,0.6296213200677068,-2.0400502069912063
281,0.3905,4.0,0.0,0.0,0.6256568907961837,-2.0218441777295753
282,0.39100000000000007,4.0,0.0,0.0,0.6217586603142301,-2.0038438365653404
283,0.3915,4.0,0.0,0.0,0.6179299552048594,-1.9860468247051473
284,0.392,4.0,0.0,0.0,0.6141738120817694,-1.9684505700388295
285,0.39250000000000007,4.0,0.0,0.0,0.6104929881184131,-1.9510523073079065
286,0.393,4.0,0.0,0.0,0.6068899721172183,-1.9338490973340265
287,0.3935,4.0,0.0,0.0,0.6033669959691058,-1.9168378452739618
288,0.3940000000000001,4.0,0.0,0.0,0.5999260463686985,-1.9000153178810837
289,0.3945,4.0,0.0,0.0,0.5965688766642294,-1.8833781597636268
290,0.395,4.0,0.0,0.0,0.5932970187350705,-1.8669229086398091
291,0.3955000000000001,4.0,0.0,0.0,0.5901117948029329,-1.8506460095974646
292,0.396,4.0,0.0,0.0,0.5870143290949764,-1.8345438283737283
293,0.3965,4.0,0.0,0.0,0.5840055592887332,-1.8186126636749622
294,0.397,4.0,0.0,0.0,0.5810862476791335,-1.8028487585621504
295,0.3975,4.0,0.0,0.0,0.5782569920181095,-1.7872483109313209
296,0.398,4.0,0.0,0.0,0.5755182359854777,-1.7718074831195174
297,0.3985,4.0,0.0,0.0,0.572870279258357,-1.7565224106714725
298,0.399,4.0,0.0,0.0,0.5703132871529237,-1.7413892103003819
299,0.3995000000000001,4.0,0.0,0.0,0.5678472998189616,-1.72640398707953
300,0.4,4.0,0.0,0.0,0.5654722409726641,-1.7115628408998682
301,0.4005,4.0,0.0,0.0,0.5631879261582565,-1.6968618722286872
302,0.4010000000000001,4.0,0.0,0.0,0.5609940705325427,-1.6822971872044221
303,0.4015,4.0,0.0,0.0,0.5588902961701164,-1.6678649021001979
304,0.402,4.0,0.0,0.0,0.5568761388893854,-1.6535611471881249
305,0.4025000000000001,4.0,0.0,0.0,0.5549510546019005,-1.6393820700349608
306,0.40299999999999997,4.0,0.0,0.0,0.5531144251887222,-1.6253238382553956
307,0.4035,4.0,0.0,0.0,0.5513655639091135,-1.6113826417506492
308,0.404,4.0,0.0,0.0,0.5497037203468611,-1.5975546944542185
309,0.4045,4.0,0.0,0.0,0.5481280849002337,-1.5838362356053242
310,0.405,4.0,0.0,0.0,0.5466377928210387,-1.5702235305681926
311,0.4055,4.0,0.0,0.0,0.5452319278075274,-1.5567128712110314
312,0.406,4.0,0.0,0.0,0.5439095251553483,-1.543300575856293
313,0.40650000000000003,4.0,0.0,0.0,0.5426695744683729,-1.5299829888080556
314,0.40700000000000003,4.0,0.0,0.0,0.541511021930597,-1.5167564794632524
315,0.40750000000000003,4.0,0.0,0.0,0.5404327721368707,-1.5036174410016068
316,0.40800000000000003,4.0,0.0,0.0,0.5394336894780651,-1.4905622886519823
317,0.40850000000000003,4.0,0.0,0.0,0.5385125990732131,-1.47758745752412
318,0.40900000000000003,4.0,0.0,0.0,0.5376682872367737,-1.46468939998643
319,0.4095000000000001,4.0,0.0,0.0,0.5368995014647926,-1.4518645825703471
320,0.41000000000000003,4.0,0.0,0.0,0.5362049499190277,-1.4391094823662913
321,0.41050000000000003,4.0,0.0,0.0,0.5355833003826772,-1.4264205828874292
322,0.4110000000000001,4.0,0.0,0.0,0.5350331786479203,-1.413794369308322
323,0.4115,4.0,0.0,0.0,0.5345531663001181,-1.4012273230933525
324,0.41200000000000003,4.0,0.0,0.0,0.534141797839414,-1.3887159158619324
325,0.41250000000000003,4.0,0.0,0.0,0.5337975570753096,-1.376256602455143
326,0.413,4.0,0.0,0.0,0.5335188727168645,-1.3638458130719413
327,0.41350000000000003,4.0,0.0,0.0,0.5333041130601412,-1.351479944351973
328,0.41400000000000003,4.0,0.0,0.0,0.5331515796565537,-1.3391553492458779
329,0.41450000000000004,4.0,0.0,0.0,0.5330594998197913,-1.3268683254847125
330,0.41500000000000004,4.0,0.0,0.0,0.5330260177987082,-1.3146151024187147
331,0.41550000000000004,4.0,0.0,0.0,0.5330491844075202,-1.3023918259504161
332,0.41600000000000004,4.0,0.0,0.0,0.5331269448565673,-1.2901945412234428
333,0.41650000000000004,4.0,0.0,0.0,0.5332571244733051,-1.2780191726609367
334,0.41700000000000004,4.0,0.0,0.0,0.5334374119299075,-1.2658615008507237
335,0.41750000000000004,4.0,0.0,0.0,0.5336653395077298,-1.2537171356661037
336,0.41800000000000004,4.0,0.0,0.0,0.5339382598162817,-1.2415814848636118
337,0.4185,4.0,0.0,0.0,0.5342533182440515,-1.229449717220591
338,0.41900000000000004,4.0,0.0,0.0,0.5346074202377686,-1.2173167190424827
339,0.4195000000000001,4.0,0.0,0.0,0.5349971922754881,-1.2051770425744355
340,0.42,4.0,0.0,0.0,0.5354189350983957,-1.1930248444661158
341,0.42050000000000004,4.0,0.0,0.0,0.5358685673740688,-1.1808538119395169
342,0.42100000000000004,4.0,0.0,0.0,0.5363415574482816,-1.1686570736511954
343,0.4215,4.0,0.0,0.0,0.5368328401563488,-1.156427091368197
344,0.42200000000000004,4.0,0.0,0.0,0.5373367147462376,-1.1441555274114767
345,0.42250000000000004,4.0,0.0,0.0,0.5378467187211633,-1.1318330812445678
346,0.42300000000000004,4.0,0.0,0.0,0.5383554707057052,-1.1194492864335763
347,0.42350000000000004,4.0,0.0,0.0,0.5388544730819931,-1.106992256235652
348,0.42400000000000004,4.0,0.0,0.0,0.5393338618376783,-1.0944483619228986
349,0.42450000000000004,4.0,0.0,0.0,0.5397820863748679,-1.0818018220722356
350,0.42500000000000004,4.0,0.0,0.0,0.5401854952690358,-1.069034172616397
351,0.42550000000000004,4.0,0.0,0.0,0.5405277940749496,-1.0561235751511135
352,0.42600000000000005,4.0,0.0,0.0,0.5407893265568537,-1.0430439027592702
353,0.42650000000000005,4.0,0.0,0.0,0.5409461084024979,-1.0297635150852358
354,0.427,4.0,0.0,0.0,0.5409685079517151,-1.016243591994991
355,0.42750000000000005,4.0,0.0,0.0,0.5408194138290092,-1.0024358284004813
356,0.42800000000000005,4.0,0.0,0.0,0.5404516407182084,-0.9882791851106598
357,0.4285,4.0,0.0,0.0,0.5398041766193237,-0.9736952119575167
358,0.42900000000000005,4.0,0.0,0.0,0.5387966203337385,-0.9585811540383896
359,0.42950000000000005,4.0,0.0,0.0,0.5373207038250772,-0.942799511275739
360,0.43,4.0,0.0,0.0,0.5352269506362982,-0.9261617257480428
361,0.43050000000000005,4.0,0.0,0.0,0.5323028797492068,-0.9084017515714751
362,0.43100000000000005,4.0,0.0,0.0,0.5282357889491437,-0.889131358637448
363,0.4315,4.0,0.0,0.0,0.5225457482206609,-0.867760567662162
